"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"53829",10.7895270165236,-5.92124169080326,1.72045324266756,-3.44167545153531,0.000578123419796276,0.0424039268952005
"91646",21.9962367156471,2.27246428023568,0.660482098776651,3.44061449120991,0.000580394826977743,0.0424039268952005
"916",10.0289708467597,-5.83733189096317,1.70232663769196,-3.42903163336357,0.000605738922531092,0.0440778455314894
"2869",1221.49973322578,2.2715378064337,0.66421086324697,3.41990462987819,0.000626430931831546,0.0452482243684005
"2204",21.5440826777819,-3.40440920611197,0.995517887791987,-3.41973685039733,0.000626817391493379,0.0452482243684005
"5833",1691.01858803683,1.00380821827384,0.293769297036449,3.4169949970956,0.000633164431466794,0.045525025133916
"727866",491.863589011023,1.15694639482004,0.338906928514827,3.41375846132761,0.000640733522840163,0.0458871569183436
"7038",54.4069550819386,1.66943205339501,0.489486700111815,3.41057694318079,0.000648255903676052,0.0462431051917574
"28950",281.770706324019,2.10743451782587,0.618795758822103,3.40570291211666,0.000659939512207301,0.0463541165339603
"9508",41.7029151679941,-1.87644661193562,0.551049769302977,-3.40522166320683,0.000661103680212884,0.0463541165339603
"3684",54.2625048078832,-3.36105646160103,0.98601067988155,-3.4087424509487,0.000652630628068816,0.0463541165339603
"10040",274.86588448034,-0.967457148832705,0.284017641091718,-3.40632766723206,0.000658431038272458,0.0463541165339603
"147798",49.7728873636964,3.5595847792841,1.04552132691101,3.40460274473873,0.000662603685760568,0.0463541165339603
"171220",173.574089102514,1.69985745312662,0.500047331993919,3.39939310614559,0.0006753557278989,0.0470645016684622
"4656",11.177059283332,5.88921284077076,1.73479662313314,3.39475691976764,0.000686895576841785,0.0476852910222081
"84913",358.344602329371,1.79795640787488,0.529961158610696,3.39261921116683,0.000692278013026511,0.047693480296682
"4569",233.701966593446,2.25937292746957,0.665825780235677,3.39333951093007,0.000690460040533002,0.047693480296682
"51363",41.01434859112,-3.26892489798332,0.965106961039133,-3.38711151193404,0.000706326723014058,0.0481069341126373
"84233",176.994216110004,-1.11781845439616,0.330118387093859,-3.3861138854963,0.000708899575477352,0.0481069341126373
"23533",28.9162811000387,-2.92697849890096,0.863682337525509,-3.38895259487058,0.000701601386587484,0.0481069341126373
"79085",1590.25004748861,0.918776400604178,0.271286352924506,3.38674021269274,0.000707283278604602,0.0481069341126373
"79104",144.755164790587,2.41038138583339,0.713075525374262,3.38026099629248,0.000724170270388735,0.0489598549596026
"55893",2412.04245375815,1.17041961765183,0.346467716550438,3.37814913696712,0.000729754917121515,0.0491540124287165
"816",156.196174641472,2.12463850764082,0.629423361630174,3.37553169640561,0.000736732051266236,0.0493178427091883
"27153",495.459576512684,0.972440412191877,0.288113747719549,3.37519615044005,0.000737630960549148,0.0493178427091883
"134265",12.6919606459936,3.13337058653567,0.928928398879524,3.37310237292255,0.000743263126377666,0.0495117080398417
"100128893",478.161925983909,0.950870054862467,0.281995667694787,3.37193142942758,0.000746430298847283,0.049540551592725
